,categories
3961,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'indpak', 'title': 'Indian'}]"
3962,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]"
3963,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cigarbars', 'title': 'Cigar Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3964,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
3965,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
3966,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
3967,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3968,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]"
3969,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]"
3970,"[{'alias': 'indpak', 'title': 'Indian'}]"
3971,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
3972,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
3973,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]"
3974,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]"
3975,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3976,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
3977,"[{'alias': 'chinese', 'title': 'Chinese'}]"
3978,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}]"
3979,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]"
3980,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
3981,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}]"
3982,"[{'alias': 'childrensmuseums', 'title': ""Children's Museums""}]"
3983,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]"
3984,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3985,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
3986,"[{'alias': 'gaybars', 'title': 'Gay Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3987,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
3988,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3989,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
3990,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
3991,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
3992,"[{'alias': 'scandinavian', 'title': 'Scandinavian'}, {'alias': 'salad', 'title': 'Salad'}]"
3993,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'steak', 'title': 'Steakhouses'}]"
3994,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]"
3995,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
3996,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'southern', 'title': 'Southern'}]"
3997,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
3998,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]"
3999,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]"
4000,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
4001,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]"
4002,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4003,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4004,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'lounges', 'title': 'Lounges'}]"
4005,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
4006,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
4007,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
4008,"[{'alias': 'pizza', 'title': 'Pizza'}]"
4009,"[{'alias': 'lounges', 'title': 'Lounges'}]"
4010,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]"
4011,"[{'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4012,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4013,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'noodles', 'title': 'Noodles'}]"
4014,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4015,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4016,"[{'alias': 'mexican', 'title': 'Mexican'}]"
4017,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
4018,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4019,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish', 'title': 'Irish'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4020,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'mexican', 'title': 'Mexican'}]"
4021,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}]"
4022,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4023,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'caribbean', 'title': 'Caribbean'}]"
4024,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]"
4025,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'desserts', 'title': 'Desserts'}]"
4026,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
4027,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4028,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4029,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4030,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
4031,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
4032,"[{'alias': 'indpak', 'title': 'Indian'}]"
4033,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
4034,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
4035,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]"
4036,"[{'alias': 'food_court', 'title': 'Food Court'}]"
4037,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]"
4038,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4039,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
4040,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4041,"[{'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
4042,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4043,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
4044,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}]"
4045,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4046,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]"
4047,"[{'alias': 'burgers', 'title': 'Burgers'}]"
4048,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4049,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]"
4050,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]"
4051,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
4052,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4053,"[{'alias': 'french', 'title': 'French'}]"
4054,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'buffets', 'title': 'Buffets'}]"
4055,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
4056,"[{'alias': 'seafood', 'title': 'Seafood'}]"
4057,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
4058,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}]"
4059,"[{'alias': 'museums', 'title': 'Museums'}]"
4060,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]"
4061,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4062,"[{'alias': 'museums', 'title': 'Museums'}]"
4063,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]"
4064,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
4065,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'karaoke', 'title': 'Karaoke'}]"
4066,"[{'alias': 'cuban', 'title': 'Cuban'}]"
4067,"[{'alias': 'acaibowls', 'title': 'Acai Bowls'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]"
4068,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]"
4069,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4070,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4071,"[{'alias': 'tapas', 'title': 'Tapas Bars'}]"
4072,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4073,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4074,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]"
4075,"[{'alias': 'pizza', 'title': 'Pizza'}]"
4076,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]"
4077,"[{'alias': 'bars', 'title': 'Bars'}]"
4078,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
4079,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4080,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4081,"[{'alias': 'mexican', 'title': 'Mexican'}]"
4082,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4083,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
4084,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]"
4085,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}]"
4086,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]"
4087,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4088,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'gelato', 'title': 'Gelato'}]"
4089,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
4090,"[{'alias': 'food_court', 'title': 'Food Court'}]"
4091,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
4092,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]"
4093,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'artmuseums', 'title': 'Art Museums'}]"
4094,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'carwash', 'title': 'Car Wash'}]"
4095,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
4096,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4097,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
4098,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]"
4099,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'southern', 'title': 'Southern'}]"
4100,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
4101,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4102,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4103,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'soulfood', 'title': 'Soul Food'}]"
4104,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
4105,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'italian', 'title': 'Italian'}]"
4106,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4107,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soulfood', 'title': 'Soul Food'}]"
4108,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
4109,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
4110,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]"
4111,"[{'alias': 'museums', 'title': 'Museums'}]"
4112,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
4113,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
4114,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
4115,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4116,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]"
4117,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4118,"[{'alias': 'southern', 'title': 'Southern'}]"
4119,"[{'alias': 'mexican', 'title': 'Mexican'}]"
4120,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4121,"[{'alias': 'greek', 'title': 'Greek'}]"
4122,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
4123,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4124,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4125,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4126,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'italian', 'title': 'Italian'}]"
4127,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tobaccoshops', 'title': 'Tobacco Shops'}]"
4128,"[{'alias': 'parks', 'title': 'Parks'}]"
4129,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]"
4130,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]"
4131,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]"
4132,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4133,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
4134,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
4135,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'seafood', 'title': 'Seafood'}]"
4136,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
4137,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
4138,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}]"
4139,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
4140,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
4141,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}]"
4142,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
4143,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
4144,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
4145,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}]"
4146,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]"
4147,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
4148,"[{'alias': 'halal', 'title': 'Halal'}]"
4149,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]"
4150,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]"
4151,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
4152,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'tennis', 'title': 'Tennis'}]"
4153,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]"
